30:-30 30:-29 31:-27 31:-28 33:-28 30:-25 30:-24 32:-25 33:-26 32:-29 34:-27 31:-26
31:-28 33:-27 33:-28 32:-25 33:-26 30:-29 31:-27 32:-29 34:-27 31:-24 30:-26 30:-25 30:-28 30:-27 31:-30 31:-26
32:-29 34:-26 33:-28 34:-28 32:-25 33:-26 31:-30 30:-25 34:-27 31:-24 29:-27 29:-28 29:-26 33:-27 30:-29
30:-26 33:-25 34:-26 32:-26 28:-27 34:-28 33:-29 32:-29 32:-28 32:-27 35:-27 32:-25 29:-27 30:-25 30:-27 30:-29 31:-24 31:-25 29:-28 30:-28 29:-26 31:-29 31:-30
33:-29 34:-26 34:-28 33:-25 34:-27 35:-27 31:-30 30:-24 31:-24 28:-28 28:-27 29:-25 30:-30 28:-26 29:-29 32:-27
34:-26 35:-26 34:-28 35:-28 30:-30 34:-27 29:-29 28:-28 28:-27 28:-26 30:-24 30:-25 29:-27 29:-28 29:-25 29:-26 35:-27 30:-29 27:-27
36:-27 28:-25 33:-27 35:-26 34:-28 35:-28 27:-28 27:-27 30:-29 29:-30 30:-24 30:-25 34:-26 30:-27 30:-30 27:-26 28:-29 29:-24
34:-26 28:-29 29:-28 29:-24 36:-27 33:-27 35:-26 34:-28 35:-28 27:-28 28:-27 29:-26 26:-27 30:-29 29:-30 30:-24 28:-28 30:-25 28:-26 28:-25 30:-30 27:-26 27:-27
36:-27 34:-26 35:-26 34:-28 35:-28 27:-25 30:-30 26:-27 29:-24 30:-24 30:-25 27:-29 33:-27 26:-26 30:-29 26:-28 29:-30
36:-27 26:-28 34:-26 35:-26 34:-28 35:-28 27:-28 26:-26 29:-30 33:-27 30:-30 30:-29 27:-27 30:-24 30:-25 26:-27 29:-25 25:-27 27:-26 29:-29 29:-24
33:-27 29:-29 25:-28 29:-24 36:-27 34:-26 35:-26 34:-28 35:-28 28:-29 28:-27 28:-26 25:-27 25:-26 30:-29 29:-30 30:-24 28:-28 30:-25 29:-25 28:-25 30:-30 27:-26 27:-28
36:-27 33:-27 35:-26 34:-28 35:-28 26:-26 30:-30 27:-26 25:-27 30:-29 27:-29 28:-24 28:-30 30:-24 30:-25 29:-27 34:-26 27:-25 24:-27 26:-28 27:-28
27:-25 34:-26 26:-28 27:-28 27:-26 29:-24 36:-27 33:-27 35:-26 34:-28 35:-28 29:-30 28:-28 26:-29 29:-25 26:-26 28:-29 26:-25 25:-26 27:-29 28:-27 28:-26 28:-25 25:-27 25:-28 29:-29
36:-27 34:-26 35:-26 34:-28 35:-28 29:-30 25:-26 25:-28 29:-25 27:-24 29:-24 29:-27 27:-30 25:-29 33:-27 24:-27 25:-25 29:-29
36:-27 34:-26 35:-26 34:-28 35:-28 24:-28 24:-27 33:-27 28:-29 25:-28 28:-24 28:-30 26:-29 28:-25 25:-27 26:-25 24:-26 25:-26
36:-27 34:-26 35:-26 34:-28 35:-28 26:-28 33:-27 26:-26 23:-27 27:-24 26:-27 27:-29 27:-30 25:-29 27:-25 24:-28 25:-25 24:-26
26:-26 33:-27 27:-27 26:-27 26:-24 36:-27 34:-26 35:-26 34:-28 35:-28 24:-26 26:-30 24:-28 27:-28 24:-27 23:-27 26:-28 27:-29 25:-29 27:-25 27:-26 25:-25
36:-27 33:-27 35:-26 34:-28 35:-28 24:-28 27:-25 23:-27 25:-29 23:-26 26:-24 23:-28 26:-30 28:-28 28:-27 28:-26 27:-29 34:-26 24:-27 24:-26 25:-25
27:-29 28:-28 34:-26 25:-25 27:-26 23:-28 36:-27 33:-27 35:-26 34:-28 35:-28 27:-27 26:-30 28:-27 28:-26 25:-27 27:-28 26:-25 23:-26 26:-24 22:-27 24:-25 29:-27 26:-29 25:-29 24:-29 27:-25 25:-28 25:-26
33:-27 23:-27 27:-24 36:-27 34:-26 35:-26 34:-28 35:-28 29:-27 27:-30 24:-29 29:-26 23:-26 26:-24 22:-27 28:-29 26:-30 29:-28 28:-25 25:-27 24:-25 23:-28
